text	sentiment_category
aynı markanın aynı ürününü yaklaşık 2-3 yıl almıştım memnundum batarya ömrü bitip çalışmayı bırakınca aynı ürünü sipariş verdim marka ürünün kalitesini bariz şekilde düşürmüş eski ürün motoru mw iken yeni versiyon mw motor gücü yarı yarıya düşürülmüş ürün elime geçti full şarj ettim kullanmaya başladım motorun pompalama gücü çok çok düşük gerçekten sürahi suyu doldurmak çok sabırlı olmanız gerekiyor maliyet artmasın tasarrufa gidilmiş ürün kullanılamaz hale gelmiş önermiyorum çift motorlu versiyonlara bakacağım	1
ay olmamasına rağmen bozuldu i̇sim pompa calısmıyor	0
sarı ettim mavi ışık yanıyor motor çalışmıyor iade ettim	0
su bombası yok incecik boru geliyor hemen gönderdim	1
24 saat şarj dahi ettim ürün şarjda ilen dahi çalışmıyooor uğraşıp geri göndermeye üşeniyorum sakın almayın	0
urundun önce kullanmistik bozulunca yenisini sipariş ettik yeni gelen gece boyunca sarı olmadı yeni urun gönderilmesi için talep oluşturunca bozuk urunu ertesi bunu teslim alindi 5 dundur yenisi gönderilmedi	1
çok yavaş akıyor bence beklerken kendiniz	1
ayda iki defa şarjla devam ettim 6 ayda bozuldu ses su vermez kuru gürültü bozuldu	1
kucağınızda bebek mama suyu lazım pompa sizde lazım	1
alkali uzun zaman oldu gün bugündür sorunsuz çalışıyor tavsiye ederim	0
kullanimi rahat sorunsuz teslim edildi	0
kullanması rahat cihaz akış hızı pek hızlı değil yeterli 3. damacana bitirmek üzereyiz şarjı hala	0
yaklaşık 3 aydır kullanıyoruz gayet iyi çalışıyor memnun kaldık problem yok	0
alalı epey oldu kullanıyoruz beğendik maşallah	0
damacananın kapağını çıkartmadan ortasından kesip sokmanız lazım tam oturtmazsanız çubuğunu iyi sokmazsanız su kaçırır çok güzel memnunum	1
çok pratik kaliteli ürün	1
20 gündür kullanıyorum çok iyi	1
sürekli damacana kullanıyorsanız kesinlikle tavsiye ediyorum mikro osb başlık şarj ediliyor şarjı çok uzun süre gidiyor fiyat performans olarak hayatınıza kattığı kolaylıkla beraber kesinlikle fiyatını hak ediyor	1
ürün çalışıyor çalışırken biraz fazla ses çıkarıyor birde basmalı damacana pompasına göre yavaş doldurmak zorundasınız sarı etmek mini osb girişi	0
ürün kullanışlı biraz sesi özellikle gece sessiz ortamda biraz yüksek gelebilir	1
önemle iletmek isterim cam damacana kullanırken etrafındaki taşıma sepetinden çıkarmıyorsanız cam damacanaya uysa ağzı kısa kalıyor su şişesini pompaya dayayamıyorsunuz pompa çok iyi oldu tek kusuru hızlı akmasını istiyorum	1
debisi biraz fazla olsa iyi olurmuş ekmek köfte	1
sesi aynı markanın beyaz olanından az tık yavaş dolduruyor çocuk uyanmasın komşular rahatsız olmasın saatten su dolduramıyorduk	0
olması gerektıgı gıdı calısıyor lakın damacana ağzını sabıtlmıyor beste dusucekmıs hıssıyatı veriyor	1
damacana kapari cicikken sabit değil aparat yapılsa iyi damacana kapari delik acilin takilmasi lazım hareket halinde	0
çok uzun süre damacana başında bekliyorum doldurması su akıttığı borunun ağzının hacmi küçük olduğundan yavaş dolduruyor tek sevmediğim kısım son olarak şarjı 2-3 damacana gidiyor	0
fiyatına göre gayet güzel ürün şarjı hızı gayet güzel	1
5 litrelik pınar cam damacanada kullanmak aldım çinli üreticiye ürettiren türk firması narpump yıllardır osb tepe kullanmaktan kaçındığı almıyordum i̇lla şeyin eskisine ucuzuna kaçacaklar klasik türk firması mantığı normal emme basma tulumba manuel pompa fiyatına verince amazon şans vereyim dedim i̇lk şarj 5-6 damacana boşalttı çalışmadı üstelik üzerindeki yazılar siliniyordu i̇nş içindekiler sağlığa zararlı değildir suyun temas ettiği yerler amazon'a söyledik sağolsunlar hemen yenisini gönderdiler eskisini iade ettik defa şarj ettik kullanıyoruz şarjı bitmedi bakalım ömürlü olacak amazon olmasaydı ürünün ardında almazdım	0
oğlum almıştım tam fiyat performans ürünü şarjı çok uzun süre gidiyor biraz sesli yavaş dolduruyor fiyatına göre normal 1.5 -2 lt civarında su doldurduktan kendiliğinden durması güzel özellik	1
çok yavaş su veriyor sesli	1
sürahi vb doldurmak zaman alıyor akış fazla değil bardak vb doldurmak iyi	1
şarjı kullanıma bağlı olarak uzun sayılır tek kusuru biraz yavaş pompalaması iş görüyor gürültüsü çok fazla değil	1
ses olayı biraz rahatsız edici çok pratik kızım istediği zaman suyunu doldurabilsin aldım gayet kullanışlı	1
ürün hızlı geldi paketleme biraz garipti harici sesi boyutuna göre fazla gine'de gece rahatsız etmiyor uyumlu şık duruyor boyut olarak fotoğraftan baya küçük hızlı dolduruyor gine'de	1
genel olarak fiyatına göre güzel ürün sesi tık yüksek müdahillerinin sesi aynı şekilde az para verip sese maruz kalma durumundan 4 yıldız verdim fiyat performans ürünüdür	1
ürün gayet sessiz çalışıyor çift motorlu pompa kullanıyorduk pompa tek motorlu olmasına aynı hızda dolum yapıyor aşırı sessiz çalışıyor tek sıkıntı metal boru çok kısa cam damacana kullandığımız taşıma kabı yüzünden bardak şişeyi borunun ağız kısmına denk getiremiyoruz yolunu bulup boruyu uzatmamız gerekiyor fotoğraflı yorum özelliğinin türkiye'de başlamasını bekliyoruz sevgili amazon	0
şarjı bahsedilenden fazla gidiyor sanki akış hızı yeterli uç kısmı uzun olmalıydı plastik koruyuculu damacanalarla birlikte kullanılamıyor	1
ürün işini yapıyor üst modeller varsa yönelin derim sesi su basmıyor eğilip şişenin dolmasını bekliyorsunuz	1
farklı markanın ürününü kullandığım kıyas yaparak değerlendirme yapmak istiyorum ürün kullandigima göre sesli çalışır durumda ayrıca yıkama talimatlarına uygun yıkamama ilk kullanımdaki su vermiş olduğu koku hemen kaybolmadı kafamda soru işaretleri bırakmıştı sağlıklı bilemiyorum kullanıyorum süredir motor sesi açıkçası rahatsız ediyor özellikle sessiz ortamlarda çok göze batıyor sesi ayni kalitede kullandığım ürünün motor sesi rahatsız etmiyordu şarj olurken kırmızı ışık yanıyor sami dolduğunda ışık sönüyor diğerinde şarjı dolduğunda kırmızıdan yeşile dönüyordu yeni kullanmaya başladığım şimdilik yorumum ilerleyen günlerde kesinlikle güncelleme yapabilirim ürün hakkında	1
büyük kolaylık yavaş yeni modelinin hızlı olduğu söyleniyor başına iş gelirse almayı düşünüyorum	1
yüksek hızda doldursa iyi olurdu	1
öncelikle tam olarak ev tipi ürün değil sürahi doldurmak yaklaşık 40-45 saniye sürüyor bardak bardak su servis edilen mekanlar kullanılması işlevli olur suyun dolmasını beklemek zorundasınız evde sürahiye doldurmak bardağımı doldurup içiyorum anlamda verimli i̇lk kullanımda koku yapmıştı koku 2. damacanada geçti suyun akışında herhangi sorun yok sorunsuz çalışıyor düğmesine bastığınızda mavi yanıyor çalışmaya başlıyor	0
kullanımı kolay çok az su veriyor	1
ürün sesli damacanaya emanet oturuyor	1
ürünümüz 20 ocakta aldım maalesef bozuldu alttan akıtıyor durumlarda değişim yapıyormuşsunuz	0
i̇kinci kez aldım sefer arkadaşıma çok yavaş olması delirtiyor idare ediyoruz	1
çok gürültü yapıyor	1
sesi fazla debisi biraz düşük	0
i̇şini yapıyor yavaş	0
2 adet almıştım 6 ay bozuldu bildirimim üzerine elektronik fatura istendi yolladığımda hemen yeri ürünü yolladılar teşekkürler yalnız sessiz motor beklemeyin üründen	0
çok yavaş git gide sesi artıyor çok memnun değilim kullanıyorum ederi 3 yıldız	1
sabırlıysanız bu problem yok	0
i̇şe yarar ürün sadece kış aylarında kullanmak satın aldım tek sezon çalışsın yeter olacak gözüküyor gürültü yaptığı çok yorumda yazılmış evet doğru gürültünün kaynağı tam olarak ürünün motoru değil ürün çalıştığında ciddi titriyor titreme damacanaya iletildiğinde ses olması gerektiğinin 3-4 katı çıkmaya başlıyor ürünü damacana kapağına tam oturttuğunuzda amacanın altına halı-kilim koyduğunuzda sesin azaldığını göreceksiniz ürünün verdiği hissiyata göre yakın tarihte bozulacağını düşünüyorum şarj etmemde öncekine oranla performansın düştüğünü fark ediyorum tek şarj damacanayı pompalayabiliyor yavaş pompalıyor şarjı anda bitiyor yandan güzel yandan kötü durum kötü yanı uyarı vermeden anda kesiliyor i̇yi yanı performansı düşürmeden aynı pompalamayı sürekli yapıyor bu anda pilini bitiriyor dediğim yavaş pompalıyor pili bittiği pompalama performansını düşürse iyice çekilmez hal alırdı hortumu kısa depozitosuz damacanaların dibine ulaşmıyor amacanın kapağını del ürün yerleştir vs berbat montajı uğraşmıyorum direkt üstüne koyuyorum sallanıyor emanet duruyor bildiğiniz külfet	1
ürün'den iki adet aldım ürün olarak başarılı fiyat performans ürünü amazon.com prime servisi tam rezaletti 2 gün gecikti müşteri iletişim merkezi ilgisi çok zayıftı sebeple prime üyeliğimi sonlandırdım	1
en başta belirteyim ürün tek motor çift motor pompa kullanan olarak yeterli gelmedi alacak kişiler dikkat etsinler dışında ürün sorunsuz şekilde çalışıyor	1
ürünü indirimle aldım borusu çok ağır kötü şekilde plastik kokuyor nedenle gelir gelmez iade talebi oluşturdum sonrada yeni boru almak aklıma geldi batına uygun poliüretan boru aldım suya bu koku geçmesi kalmadı i̇ade edeceğim ilk başta kullanmadım 13 gün oldu teslim alalı 8 gündür anca kullanıyorumdur kere şarj ettim çok sık kullanılmıyor i̇lk başlardaki basınçlı su çıkışı biraz azaldı şarjı olmasına nedenle tam anlamıyla memnun kalamadım cihazdan bakalım şimdilik kullanıyorum gidecek göreceğiz	1
kullandigim damacananın agzina tam oturmuyor haliyle fiskeyle yerinden oynatabiliyorsunuz kabul edecekseniz isinizi koruyor	1
yaklaşık 1 ay alındı nisan ayında 20241 açıklamada yazdığı şarj uzun gitmiyor 2 su akış debisi çok zayıf 3 aşırı sesli gece su iseniz uykudan uyandırır 4 pompadan garip sesler geliyor 5 satmayın	1
damacana içine sarkan hortumu tarif edilen şekilde sıcak suda bekletmemize sudaki plastik kokusu geçmedi i̇kinci damacanaya geçtik koku gitmiyor	1
çok yavaş dolduruyor manuel pompa bunların hızlısını tercih edin çok kullanışlı değil	1
ürün güzel çok yavaş	1
çalışırken çok ses çıkarıyor	1
ürünü iki farklı yerde kullanmak birini burada diğerini perakende olarak mağazadan aldım i̇kisi ilk hafta gayet uzun pil süresi yüksek debili akış sunarken özellikle 3-4 ay ciddi şarj tutmama sorunu düşük akış kapasitesiyle oldukça gürültü çıkaran ürünler dönüştüler	1
otomatik su pompası en iyi tarafı şarjı uzun süre gidiyor su pompası derdinden biraz olsun kurtarıyor ancakşarj olan alanı biraz garip ürün prizi gelmiyor şarj etmek usb bin gireceği tarzda prize ihtiyacınız ürünün performansının şarjdan bağımsız zaman içerisinde yaklaşık 4 ay diyelim düştüğünü farkediyorum yavaş şekilde doluyor bardak su doldurma baya gürültülü yorum okusaydım düşünürdüm eğer cam damacana kullanıyorsanız cam damacananın etrafında olan plastik koruma haznesi pompanın musluk bölümü biraz kafa kafaya geliyor sebeple yarım dolduruyorsun musluğu uzatmaları ürün adına iyi aksiyon olur	1
ürün kaliteli sesi biraz rahatsız edici şimdilik kullanıyoruz sıkıntı yok sessiz ürün bulursam alırım	0
ürünü şarj etmeme damacanaya takınca çalışmıyor su gelmiyor maalesef yardımcı olursanız sevinirim	0
kalitesiz ay bozuldu yeniden almam	0
np-002 modeli dakikada 1.5 litre anca dolduruyor 3,5 litre yanlış bilgi göre düşünün	1
ürün su çekerken contasında sızdırma yapıyor sorunu önlemek ara ara müdahale etmek gerekiyor	1
plastik boru kısmı ay olmadan yeşillendi temizlemek çok zor	0
ürünü alalı 2 gün oldu elimde kaldı herhangi düşürme oynama olmadı su doldururken kenarlarından damla damla su akıyor sesine arızalandı param çöp oldu	0
dk başına bilgi yanlış kılavuzunda 1.7 litre yazıyor	0
2 damacanada şarjı bitiyor debisi çok az	1
daha aldığım nar ürünü alakası yok ürünün doldurma süresi çok yavaş aşırı yavaş çocukların eline oyuncak olarak verdim işe yaramıyor	0
maalesef beklentimin çok altında kaldı evet fiyatı düşük ürün çok birşey beklemiyordum kalitesiz hayali ürün beklemiyordum şarj çok çabuk tükeniyor-şarj kablo giriş kısmı problemli 5 dakikada kablosunu çıkarıp geri takmam gerekiyor şarj kesiliyor çok yorucu birsey-musluk kısmının kökünde boşluklar su sildiriyor maalesef 1 hafta kullanmadan farklı kaliteli ürün sipariş etmek zorunda kaldım pişmanlık	0
su akan yer düşüyor	1
ürünü 1 yıldır sorunsuz kullanıyordum anda ürünün açma kapama düğmesi işlevini yitirdi ürünü çalıştırdıktan şarjı bitene kapatamadım sonrasında şarj ettiğimde çalışmadı i̇thalatçı firmanın teknik servisine ulaşmak mümkün değil telefon çaldıktan müşteri temsilcisine bağlanıyor diyor arama sonlanıyor yazık mağdur oldum	0
ışığı sönene 4-5 saat şarj ettikten ilk damacanada kullandık 1 damacana boyunca kullanabildik şarjı bitti 2. şarjı yaparsak yapalım çalışmadı düğmesine basınca ışığı yanıyor pompalamıyor kesinlikle tavsiye etmiyorum ucuz etin yahnisi yenmiyor elektrikli cihazlarda	0
fotoğraflarda görüldüğü kaliteli gelmiyor madde in china nar ump hikaye şarj etme yerine oynamış yerinden kurcalaya kurcalaya geri getirdim 10 dakika uğraştım aldıktan indirim yapmislar bravo	1
ürün ilk kullanımda şarj oldu sonrasında hiçbir şekilde şarj olmuyor sadece 2 damacanada şarjı bitti söylendiği 4-5 damacana gitmiyor	0
aynı marka ürün kullandım 2 yıl olmadı ürün aldıktan 1 ay geçmeden bozuldu garanti servis bu uğraşacak vaktim yok bozuk cihaz firmanın yanına kar kaldı	0
kesinlikle şarj olmuyor 4 tane usb kablosu denedim olmuyor usb girişinde temassızlık ucuz olmasının sebebi olsa kimse iade etmekle uğraşmaz mantığı bence çok yazık isteyerek almıştım tam hayal kırıklığı	0
ürün üretim malzemesi kalitesi iyi değil su doldurma süresi az su verdiği çok uzun iade ettim	1
gelen malzeme berbat taklit olduğunu markasının olmadığını görünce fark ettim ağzı uymuyor ucunda ağırlığı yok	0
1 ay çalıştı durdu şuan iade tarihi geçti ürün bozuldu satıcı hiçbir şekilde cevap vermiyor	1
ürün bozuk çıktı çalıştığı halde motoru su çekmiyor iade talebi oluşturdum acil lazım olduğu aynı ürünle değişmesini talep ettim etmez olaydım geri ücret iadesi yapıp yeniden sipariş verseydim çok hızlı elime ulaşırdı adamlar değişim teslimatını 9 ekim 1 ay sürede gerçekleştiriyorlar amazon prime üyesi olmama rezalet bugün değişim siparişini iptal ettim mağdur ediyorlar müşteri hizmetleri adam ilgilenmiyor amazon dedik global marka dedik yok adamlar çorum esnafından hallice alırken bozuk çıkar değişim iadesi düşünürseniz 2 kere düşünün aman aman	0
piyasayadan çok ucuza aldık oto kalitesine cabası	0
yıllardır kullandığımız deterjan memnun kaldık	1
bayanlar tek geçerim süper	1
güzel ürün hızlı teslim teşekkür ederiz	1
piyasanın çok altında uygun fiyatlı kaliteli ürün hızlı teslimat	1
iyi leke çıkarıyor etkili	1
tesekkur ederim memnun kaldım	1
çok iyi	1
kaliteli oto markası çamaşırlar iyi	1
1 günde teslim uygun fiyat hediye kuponla çok uyguna geldi tekler amazon	1
175 aldım 5 gün 162 tl iş	1
ürün sanki açık ürün kokusu yok çamaşırların yıkandığı belli değil amazona güvendiğim i̇nternet'ten sipariş verdim amazonda güvenimi boşa çıkarttı	0
son kullanma tarihi tam 20 gün gecmis urun gondermissiniz böyle şey nasıl yapilir yazıklar olsun	1
ürünün son kullanma tarihi 22 ağustos 2022 deymiş tarihi geçmiş ürünü gönderirsiniz	0
ambalaj renkli değil mavibeyaz çamaşırların ambalajı	0
amazon'dan aldığım en kötü paketlemeydi gerçi paket demeyelim beyaz metrelik poşetin içine bırakılmış ağzı açık kargo yerde ezilmiş dışarıdan olduğu belli olduğu göre muamele görmüş tek tesellim paket patlamamış	1
beğenmedim poşet yırtık geldi	0
urun hasarlı geldi almaya dusunmuyorum	0
kargo kutusunda yazıyor olmasına ürün içerisinden fatura çıkmadıdeterjanda renkli granül yok sahte olma ihtimali bilmiyorum	1
ürünüm geldi paketi açtığımda deterjanın tarafının koli bandı bantlandığını gördüm banyo açtığımda ambalajın delinmiş olduğunu anladım kocaman delik	1
ürün orijinal hızlı teslimat teşekkürler amazon	1
kullandığım deterjan de indirime girince tekrar aldım temizliği kokusu harika	1
zaman aldığım üründen tesekkurler	1
fiyat performansı ürün teşekkür ederim	1
uygun fiyata kaliteli ürün	1
paketleme hariç herşey sorunsuzdu	0
amazon farkı ürünü gayet uygun fiyata aldım	1
uygun fiyata aldık ürün bittikçe almayı tercih ettiğimiz ürün	1
oto kalitesi başka mis kokan tertemiz	0
memnun kaldık	1
amazon teşekkürler	1
dün aldım bugün teslim edildi çok güzel dün 299 tl den aldım bugün 248 tl ye inmiş kargoyu getiren arkadaşa acıdığım iade etmiyorum şaka	1
gayet başarılı amazon güvencesi teşekkürler	1
paket üzerinde yer alan ölçülere dikkat ederek kullanmak lazım klasik türk mantığı belirtilen ölçüden biraz fazla kullanayım iyi temizlik olsun derseniz denedim durumda çamaşırlar tam durulanmamış çıkabiliyor	1
fiyat performans ürünü	1
ürün kaliteli	1
güzel ürün tavsiye ederim	1
i̇dare eder	1
deterjan gayet güzel	1
memnunum güzel ürün	1
oto kalitesi güzelsek sorun lng kargo koli yırtık şekilde geldi üzücü i̇yisi patlamamış ürün	0
kaliteli ürün uygun fiyat hızlı kargo	1
eskiden oto matik vardı çok güzel temizlerdi yeni active modeli işe yaramaz sanki kireçle çamaşır yıkar gibisiniz beyazlardaki lekeler eh siyahlar koyu grileşiyor beğenmedim	0
ürünü kullanmadım dayan güzel olduğunu biliyorum yıldızı farklı alıcının faturasını gönderdiğiniz kırıyorum ürünü iade etseydim olacaktı	1
60 il den aldık memnun kaldık	0
fiyatından aldım paketleme sorunu olmuş yüzden 4 yıldız verdim mağduriyetim giderildi belirteyim	0
paketi açıp kullanmadım orjinal mi değilim bilemiyorum kupon indirimli aldım sorunsuz geldi çok geç gönderdiler	0
teşekkürler	1
ürün bildiğimiz oto kalitesi orjinal ürün sıkıntı yok puan kırmamın sebebi paket kolisi parçalanmış şekilde geldi	0
renkliler için aldım urun beyaz renkliler için içinde beyazlatici tanecikler belirtilseydi keşke	1
ürün gözüme çok küçük geldi küçük beklemiyordum	0
ürüne diyecek şeyim yok sağlam paketlenmiş ait ile gelen renkli çamaşırlar kargom 2 güne gelmişken ürün lng kargoya verildi 1 hafta şubede bekledi dağıtıma çıkarılmadı 9 kilo deterjan kendim taşımak zorunda kaldım yüzden puan kırıyorum	1
son kullanma tarihi yazmıyordu	0
ambalaj delik içerisinden deterjan doğal olarak dökülüyor	1
ürün patlak geldi iadeyle uğraşmamak geri göndermedim	0
ev uygun olduğundan aldım annem memnun değilmiş pantolonlarda leke bırakıyormuş ekonomik versiyonu olduğu mi	1
2 adet sipariş verdim adet geldi	1
paket ezilmişti koruyucu poşette patlamıştı deterjanın kısmı dökülmüştü ait kargo gereken hassasiyeti göstermemiş anlaşılan	1
amazonun orijinal ürün sattığından en ufak şüphem yok yılların somo'su aldığımız deterjan resmen vasat çıktı tuz yapmışlar elde makinada köpürmüyor basmışlar parfümü insanları kandıracaklarını sanıyorlar ayıp gerçekten ayıp oto markaya vasat ürünü yakıştıramadım amazon kaliteli yerin tür firmaların dandik ürünlerini satmalarını buradan kınıyorum	0
kokusu içeriği normal oto deterjana benzemiyor çamaşırları güzel temizlemedi memnun kalmadık yüzden	0
i̇yi değil	0
olurda sipariş iptali yaparsanız para iadenizi 1 ayda alamayabilirsiniz	0
ürüne lafım yok kargo ai̇t kurye geliyor gelemiyor 1 hafta şubede bekledi dağıtıma çıkmadı sinir stres istiyorsanız alın	0
ürün alakalı sorun yok mng kargo gönderilmesi problem doğurdu sitenin güvenliğine bırakıyor eve çıkartmıyor paketlenmesin sefer memnun kalmadım normal ürünü paketleyip kutuluyorlardı sefer direk ürünü kutuya koymuşlar hasarlı geldi kutu neyseki ürün açılmamış	0
deterjan paketi delik bolca dökülmüş halde geldi	1
leke çıkarmıyor	0
ürün güzeldi aldığımda boyut ediyorum marka ürünleri	1
2 ay almıştım çok kötü kokuyor üzerindeki tarih 2022 yılına ait yardımcı olmanızı istiyorum	0
ürün görselde olduğu paketsiz şekilde tarafıma ulaştı	1
265 tl'ye aldiğim ürün 195'e düşmüş 70 tl büyük bi̇r fark üsteli̇k 2 ürün aldim	1
ürün çok güzel ayağıma küçük geldi 1 numara büyük almanızı tavsiye ederim dışında ürün orjinal teslimat aşırı hızlıydı	1
ürün harbiden güzelmiş kesinlikle tavsiye ederim yazın işyerinde serbest çalışan kişiler almalı	1
ürün çok rahat 40 numara giyen eşime 41-42 ayağına tam oturdu rahat olsun iade edip 42-43 numara alacağım	0
sağlam geldi orijinal	1
güzel geldi nöbetlerde ayağımda full çok rahatlık hızlı gelmesini beklemiyordum tebrikler amazon ailesi	1
kızıma aldım rahat model	0
klasik cross modeli bosna üretimi en dayanıklısı bosna üretim olanlar kısa sürede çatlıyor güneşte kalırsa daralıyor orijinalliği tartışılmaz satıcı amazon olduğu çok kısa sürede kargo ulaştı	0
ürün bosna menşeli klasik cross kalitesi fiyatı piyasanın uygunu teşekkürler amazon	1
ürün fiyat olarak uygun orjinal bir ürün pazar günü sipariş ettiğim ürün pazartesi kapıma geldi yıllarca crocs'larsa karşı direndim biçim terlik tuvalet terliği diyordum defa deneyip giydikten hayranı oldum i̇nternet'ten araştırdım önceden burun kıvırıp sonradan terliği seven çok olmuş tipten kaybediyor evet rahatlığı harika mağazadan gri rengini almıştım siyah bulunca hemen aldım yok rahatlık ürünler çin vietnam bosna i̇talya üretimleri olarak mevcut a101 migros macro yerlerde oradakiler çin vietnam üretimleri kötü değiller orjinali'ler bosna üretimleri çok yumuşak kaliteli hissettiriyor amazondan gelen ürün bosna üretimi çıkınca harika oldu anneme kırmızısını aldım hayran kaldı üretim yeri bosna gerçi mağazadan aldığım ürün buradan gelen üründen yumuşak birde burdan gelende acayip plastik naylon kokusu vardı çabuk geçti çok noktasını kontrol ettim orjinal elimdeki maoazadsn aldığım aynı sadece aynı üretim yeti olmasına rağmen sanki tık sert orijinalliğinden şüphe ettim amazonun çakma satacağını düşünmüyorum iyi replikas olmaz sanırım orjinali'm 2. kalitesi ürünler olabilir burdakiler mağazada siyahları kontrol ettiğimde mağazadakinin yumuşaklığı güzeldi	1
satıcılarının yarı fiyatına aldım çok rahat orijinal ürün	1
öncele üründen babama birde kendime satın aldım kendime aldığım ürünü güneşte bırakınca ürün 2 beden küçüldü verdiğim para boşa gitti hanım giyiyor ürünü güneşte kullanmayınız güncelleme ürünün arkadaki etiketi koptu kopacak sakın almayın 1 ayda çöp oldu	0
cross kullanan olarak beden sorunu yaşadım arkadan bolluk kısmına parmaklarım değiyor anlam veremediğim sorun ayrıca çok ağır koku terlikte gün ev içerisinde giymeme geçmedi üzgünüm iade	0
çakma ürün çok kötü kokuyor	1
sipariş ettiğim terliğin orijinal olduğundan emin olamadım terliğin kenarlarında fazlalıklar mevcut	1
markanın bildiğim kalitesinde değil ucuz ürün numarası yazandan küçük geldi	0
orjinal mi emin olamadım üründe sararma vardı çizgi hattı dümdüz değildi iade ettim	1
yi̇ne yanliş beden ayakkabılar çöplüğe gitti çöp paranızı saklayın	0
ayakkabıları satın almak boyut kılavuzunu kullandım marka bedeni 6'nın i̇ngiltere 38-39 olduğunu gösteriyordu dayanarak boyut 6 sipariş ettim teslim edilen ayakkabı i̇ngiltere 36-37 çok küçük	1
mutlu değilim sevgilim noel bunları sipariş ettim 11 numara i̇stediğim renkte 11 numara satın aldım geldiğinde kadınlar 11 numara erkekler 9 numara olduğunu gördüm siteye belirtilmemişti bunları iade etmem gerekiyor istediğim ayakkabılar tükenmiş durumda kadın numarası erkek numarası geleceğinden emin olmadığım herhangi birini almaktan çekiniyorum	1
8 yıldır giydiğim süre zarfında yaklaşık 20 çift aldığım alışık olduğum uk12 us m13 bedenini satın aldım uk12'nin iyi oturduğunu biliyorum crocs'larım çin vietnam bosna vb ülkelerde üretilmiştir harika oturuyor baya değil siyah çift geldiğinde arkada beyaz bantla arkada crocs yazısıyla harika görünüyordu tabanı normalden düz görünüyordu içindeki ayakla düz rahat hissettirdi kısa dar görünüyordu mezura doğruladı örneğin klasik crocs'umdan 1 bm kısa 1 bm dar baya crocs'ları aynı çok dar kısa topuk kaymasını önlemek arka kısımda yeterli yükseklik eksikliği neredeyse terlik yorumda çivilerin kırıldığını çivilerin crocs gövdesinden geçtiğini belirten yorum eğer çok sürüyorsanız bacaklarınızı uzatarak oturursanız topuklarınızın ağırlığı yalnızca askı tarafından desteklenecek zaman gerilim altında olacaktır crocs'larım rahat değil güzel görünüyorlar geri iade ettim	0
ürün bosna'da üretilmiş güzel kaliteli hastanede staj yapacağım aldım sadece kalıbının dar olduğunu düşünüyorum normalde 37 giyiyorum 37-38 küçük geldi yüzden 38-39unu aldım numara büyük almanızı tavsiye ederim	1
eşime hediye aldım bayıldı çok memnun kaldı tavsiye ederim kalitesine girmicem ürünü 700 aldım indirim kovalayın amazon candır	1
güzel terlik sadece biraz terletiyor	1
ayaklarınız taraklaysa numara büyük almanizi öneririm 42/43 aldım hiç rahat oturmadı çok sıkıyordu i̇ade edip 43/44 aldım çok güzel rahat oturdu	1
tavsiye ederim	1
ürün orijinal teslimat çok hızlıydı teşekkürler	1
markete girdiğimde zengin sanıyorlar	1
orjinal rahat	0
çok uygun fiyata aldım teşekkürler amazon	1
crocs söylenecek çok birşey yok	0
adidas terrex 42.5 numara ayakkabı kullanan olarak 42-43 cross küçük oldu i̇ade edip 43-44 numara aldım	1
yaz ayları gayet yeterli bunlar istenen fiyatları zaman çok bulmuşumdur deri ayakkabı ucuz	1
satıcıyla ürünle ilgili herhangi problemi yok marketten aldığım terlik rahat	0
kaliteli terlik diğerinden biraz büyük öyle anlamadım	1
ürün bildiğiniz crocs genelde biraz geniş kalıba sahip sınıfına göre kaliteli sorunum amazon'un çalıştığı kargo şirketiyle bayram nedeniyle çok yüklüyüz nedenle zamanında getiremiyoruz muhtemelen istatistiksel görünüşü kurtarmak tam 4 gündür adrese geldik bulamadık diyerek kafamda soru işaretleri yaratıyorlar evde vardı süre telefon hatları nedense meşgul i̇nsanı aptal koymak getirebileceğiniz zamanı dürüstçe söylerseniz göre planlama yapabiliriz bizler	1
1 numara büyük alın anca	1
ürün güzel kalıplar çok küçük	1
bosna'da imal edilen 2 adet crocs'lum vardi ikisinde 43/44 m11 olarak geliyor aldi'yim model 43/44 olmasına rağmen m10 olarak geldi sebeple maalesef ayagima kucak geldi oldukça indirimli aldi'yim için iade etsem yenisini ayni fiyata alamıyorum sebeple baskasina hediye edeceğim almadan bu mağazadan deneyip numaranizi tam ogrenmeniz doğru olacaktır	1
amazon'a yakışmayacak şekilde tozlu poşet içimde tozlu kir geldi kullanılmış ürün gönderildi şüphe ettim sanırım depoda açık şekilde uzun süre beklemiş ürünü toz kir göndermişler	0
çok devrimsel fark hissetmedim tık ağır	1
hastanede giyerim aldım rahat terlik memnunum sadece yürürken gıcır gıcır ses çıkarıyor	0
i̇şim gereği gün ayaktayım rahatlığı hissediyorsunuz kötü yanı terleme yapıyor	0
biraz sıcağı çekiyor ayağım yanıyor geliyor rahat ayakkabı	1
satıcı amazon’dan aldım made in bosna geldi önceki madde in china olan crocs’larım 3 sene pert olmuştu bosna olanlar dayanıklı deniyor göreceğiz sağlam indirimin %50 yanında iyide alışveriş olmuştur umarım	1
tanımlandığı i̇yi yapılmış fazla pahalıya mal oldu hediye olarak alınmasına bedenler iyidir biraz dar marka crocs ödeme yapılıyor	1
i̇nternet'ten almak ucuzdu i̇nternet'ten alırım	1
rahat biraz pahalı	1
rahat güzel iyi marka biraz pahalı	1
onları çok seviyorum	1
